Artifact Kind,Schema Name,Schema Path,JSON Schema,Fused,Fused ClassNames,Fused ClassName CSS Tokens
property,healthPlanCopay,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/healthPlanCopay.schema.json,✅,✅,✅,✅
property,healthPlanCopayOption,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/healthPlanCopayOption.schema.json,✅,✅,✅,✅
property,healthPlanCostSharing,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/healthPlanCostSharing.schema.json,✅,✅,✅,✅
property,healthPlanDrugOption,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/healthPlanDrugOption.schema.json,✅,✅,✅,✅
property,healthPlanDrugTier,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/healthPlanDrugTier.schema.json,✅,✅,✅,✅
property,healthPlanId,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/healthPlanId.schema.json,✅,✅,✅,✅
property,healthPlanMarketingUrl,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/healthPlanMarketingUrl.schema.json,✅,✅,✅,✅
property,healthPlanNetworkId,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/healthPlanNetworkId.schema.json,✅,✅,✅,✅
property,healthPlanNetworkTier,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/healthPlanNetworkTier.schema.json,✅,✅,✅,✅
property,healthPlanPharmacyCategory,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/healthPlanPharmacyCategory.schema.json,✅,✅,✅,✅
property,height,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/height.schema.json,✅,✅,✅,✅
property,highPrice,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/highPrice.schema.json,✅,✅,✅,✅
property,homeLocation,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/homeLocation.schema.json,✅,✅,✅,✅
property,honorificPrefix,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/honorificPrefix.schema.json,✅,✅,✅,✅
property,honorificSuffix,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/honorificSuffix.schema.json,✅,✅,✅,✅
property,hostingOrganization,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/hostingOrganization.schema.json,✅,✅,✅,✅
property,hoursAvailable,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/hoursAvailable.schema.json,✅,✅,✅,✅
property,howPerformed,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/howPerformed.schema.json,✅,✅,✅,✅
property,httpMethod,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/httpMethod.schema.json,✅,✅,✅,✅
property,identifier,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/identifier.schema.json,✅,✅,✅,✅
property,identifyingExam,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/identifyingExam.schema.json,✅,✅,✅,✅
property,identifyingTest,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/identifyingTest.schema.json,✅,✅,✅,✅
property,image,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/image.schema.json,✅,✅,✅,✅
property,inAlbum,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/inAlbum.schema.json,✅,✅,✅,✅
property,inBroadcastLineup,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/inBroadcastLineup.schema.json,✅,✅,✅,✅
property,includedComposition,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/includedComposition.schema.json,✅,✅,✅,✅
property,includedDataCatalog,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/includedDataCatalog.schema.json,✅,✅,✅,✅
property,includedInDataCatalog,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/includedInDataCatalog.schema.json,✅,✅,✅,✅
property,includedInHealthInsurancePlan,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/includedInHealthInsurancePlan.schema.json,✅,✅,✅,✅
property,includesHealthPlanFormulary,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/includesHealthPlanFormulary.schema.json,✅,✅,✅,✅
property,includesHealthPlanNetwork,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/includesHealthPlanNetwork.schema.json,✅,✅,✅,✅
property,includesObject,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/includesObject.schema.json,✅,✅,✅,✅
property,inCodeSet,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/inCodeSet.schema.json,✅,✅,✅,✅
property,increasesRiskOf,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/increasesRiskOf.schema.json,✅,✅,✅,✅
property,inDefinedTermSet,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/inDefinedTermSet.schema.json,✅,✅,✅,✅
property,ineligibleRegion,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/ineligibleRegion.schema.json,✅,✅,✅,✅
property,inLanguage,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/inLanguage.schema.json,✅,✅,✅,✅
property,inPlaylist,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/inPlaylist.schema.json,✅,✅,✅,✅
property,inProductGroupWithID,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/inProductGroupWithID.schema.json,✅,✅,✅,✅
property,installUrl,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/installUrl.schema.json,✅,✅,✅,✅
property,inStoreReturnsOffered,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/inStoreReturnsOffered.schema.json,✅,✅,✅,✅
property,instrument,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/instrument.schema.json,✅,✅,✅,✅
property,interactingDrug,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/interactingDrug.schema.json,✅,✅,✅,✅
property,interactionService,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/interactionService.schema.json,✅,✅,✅,✅
property,interactionStatistic,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/interactionStatistic.schema.json,✅,✅,✅,✅
property,interactionType,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/interactionType.schema.json,✅,✅,✅,✅
property,interactivityType,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/interactivityType.schema.json,✅,✅,✅,✅
property,interestRate,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/interestRate.schema.json,✅,✅,✅,✅
property,interpretedAsClaim,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/interpretedAsClaim.schema.json,✅,✅,✅,✅
property,inventoryLevel,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/inventoryLevel.schema.json,✅,✅,✅,✅
property,inverseOf,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/inverseOf.schema.json,✅,✅,✅,✅
property,isAccessibleForFree,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isAccessibleForFree.schema.json,✅,✅,✅,✅
property,isAccessoryOrSparePartFor,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isAccessoryOrSparePartFor.schema.json,✅,✅,✅,✅
property,isAvailableGenerically,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isAvailableGenerically.schema.json,✅,✅,✅,✅
property,isBasedOn,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isBasedOn.schema.json,✅,✅,✅,✅
property,isBasedOnUrl,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isBasedOnUrl.schema.json,✅,✅,✅,✅
property,isConsumableFor,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isConsumableFor.schema.json,✅,✅,✅,✅
property,isEncodedByBioChemEntity,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isEncodedByBioChemEntity.schema.json,✅,✅,✅,✅
property,isFamilyFriendly,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isFamilyFriendly.schema.json,✅,✅,✅,✅
property,isicV4,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isicV4.schema.json,✅,✅,✅,✅
property,isInvolvedInBiologicalProcess,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isInvolvedInBiologicalProcess.schema.json,✅,✅,✅,✅
property,isLocatedInSubcellularLocation,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isLocatedInSubcellularLocation.schema.json,✅,✅,✅,✅
property,iso6523Code,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/iso6523Code.schema.json,✅,✅,✅,✅
property,isPartOf,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isPartOf.schema.json,✅,✅,✅,✅
property,isPartOfBioChemEntity,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isPartOfBioChemEntity.schema.json,✅,✅,✅,✅
property,isProprietary,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isProprietary.schema.json,✅,✅,✅,✅
property,isrcCode,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isrcCode.schema.json,✅,✅,✅,✅
property,isRelatedTo,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isRelatedTo.schema.json,✅,✅,✅,✅
property,isSimilarTo,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isSimilarTo.schema.json,✅,✅,✅,✅
property,issn,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/issn.schema.json,✅,✅,✅,✅
property,issuedBy,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/issuedBy.schema.json,✅,✅,✅,✅
property,isTierOf,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isTierOf.schema.json,✅,✅,✅,✅
property,isUnlabelledFallback,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isUnlabelledFallback.schema.json,✅,✅,✅,✅
property,isVariantOf,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/isVariantOf.schema.json,✅,✅,✅,✅
property,iswcCode,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/iswcCode.schema.json,✅,✅,✅,✅
property,item,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/item.schema.json,✅,✅,✅,✅
property,itemCondition,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/itemCondition.schema.json,✅,✅,✅,✅
property,itemDefectReturnFees,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/itemDefectReturnFees.schema.json,✅,✅,✅,✅
property,itemDefectReturnLabelSource,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/itemDefectReturnLabelSource.schema.json,✅,✅,✅,✅
property,itemDefectReturnShippingFeesAmount,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/itemDefectReturnShippingFeesAmount.schema.json,✅,✅,✅,✅
property,itemListElement,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/itemListElement.schema.json,✅,✅,✅,✅
property,itemListOrder,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/itemListOrder.schema.json,✅,✅,✅,✅
property,itemOffered,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/itemOffered.schema.json,✅,✅,✅,✅
property,itemReviewed,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/itemReviewed.schema.json,✅,✅,✅,✅
property,itinerary,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/itinerary.schema.json,✅,✅,✅,✅
property,jobTitle,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/jobTitle.schema.json,✅,✅,✅,✅
property,keywords,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/keywords.schema.json,✅,✅,✅,✅
property,knows,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/knows.schema.json,✅,✅,✅,✅
property,knowsAbout,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/knowsAbout.schema.json,✅,✅,✅,✅
property,knowsLanguage,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/knowsLanguage.schema.json,✅,✅,✅,✅
property,labelDetails,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/labelDetails.schema.json,✅,✅,✅,✅
property,lastReviewed,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/lastReviewed.schema.json,✅,✅,✅,✅
property,latitude,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/latitude.schema.json,✅,✅,✅,✅
property,learningResourceType,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/learningResourceType.schema.json,✅,✅,✅,✅
property,leaseLength,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/leaseLength.schema.json,✅,✅,✅,✅
property,legalAddress,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/legalAddress.schema.json,✅,✅,✅,✅
property,legalName,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/legalName.schema.json,✅,✅,✅,✅
property,legalRepresentative,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/legalRepresentative.schema.json,✅,✅,✅,✅
property,legalStatus,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/legalStatus.schema.json,✅,✅,✅,✅
property,leiCode,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/leiCode.schema.json,✅,✅,✅,✅
property,license,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/license.schema.json,✅,✅,✅,✅
property,lifeEvent,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/lifeEvent.schema.json,✅,✅,✅,✅
property,line,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/line.schema.json,✅,✅,✅,✅
property,loanPaymentAmount,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/loanPaymentAmount.schema.json,✅,✅,✅,✅
property,loanPaymentFrequency,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/loanPaymentFrequency.schema.json,✅,✅,✅,✅
property,loanRepaymentForm,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/loanRepaymentForm.schema.json,✅,✅,✅,✅
property,loanTerm,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/loanTerm.schema.json,✅,✅,✅,✅
property,loanType,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/loanType.schema.json,✅,✅,✅,✅
property,location,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/location.schema.json,✅,✅,✅,✅
property,locationCreated,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/locationCreated.schema.json,✅,✅,✅,✅
property,logo,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/logo.schema.json,✅,✅,✅,✅
property,longitude,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/longitude.schema.json,✅,✅,✅,✅
property,lowPrice,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/lowPrice.schema.json,✅,✅,✅,✅
property,lyricist,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/lyricist.schema.json,✅,✅,✅,✅
property,lyrics,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/lyrics.schema.json,✅,✅,✅,✅
property,mainContentOfPage,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/mainContentOfPage.schema.json,✅,✅,✅,✅
property,mainEntity,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/mainEntity.schema.json,✅,✅,✅,✅
property,mainEntityOfPage,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/mainEntityOfPage.schema.json,✅,✅,✅,✅
property,maintainer,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/maintainer.schema.json,✅,✅,✅,✅
property,makesOffer,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/makesOffer.schema.json,✅,✅,✅,✅
property,manufacturer,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/manufacturer.schema.json,✅,✅,✅,✅
property,map,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/map.schema.json,✅,✅,✅,✅
property,maps,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/maps.schema.json,✅,✅,✅,✅
property,mapType,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/mapType.schema.json,✅,✅,✅,✅
property,material,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/material.schema.json,✅,✅,✅,✅
property,materialExtent,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/materialExtent.schema.json,✅,✅,✅,✅
property,maximumAttendeeCapacity,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/maximumAttendeeCapacity.schema.json,✅,✅,✅,✅
property,maximumIntake,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/maximumIntake.schema.json,✅,✅,✅,✅
property,maximumPhysicalAttendeeCapacity,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/maximumPhysicalAttendeeCapacity.schema.json,✅,✅,✅,✅
property,maximumVirtualAttendeeCapacity,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/maximumVirtualAttendeeCapacity.schema.json,✅,✅,✅,✅
property,maxPrice,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/maxPrice.schema.json,✅,✅,✅,✅
property,maxValue,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/maxValue.schema.json,✅,✅,✅,✅
property,measuredProperty,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/measuredProperty.schema.json,✅,✅,✅,✅
property,measurementDenominator,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/measurementDenominator.schema.json,✅,✅,✅,✅
property,measurementMethod,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/measurementMethod.schema.json,✅,✅,✅,✅
property,measurementQualifier,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/measurementQualifier.schema.json,✅,✅,✅,✅
property,measurementTechnique,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/measurementTechnique.schema.json,✅,✅,✅,✅
property,mechanismOfAction,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/mechanismOfAction.schema.json,✅,✅,✅,✅
property,median,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/median.schema.json,✅,✅,✅,✅
property,medicalAudience,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/medicalAudience.schema.json,✅,✅,✅,✅
property,medicineSystem,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/medicineSystem.schema.json,✅,✅,✅,✅
property,member,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/member.schema.json,✅,✅,✅,✅
property,memberOf,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/memberOf.schema.json,✅,✅,✅,✅
property,members,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/members.schema.json,✅,✅,✅,✅
property,membershipNumber,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/membershipNumber.schema.json,✅,✅,✅,✅
property,membershipPointsEarned,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/membershipPointsEarned.schema.json,✅,✅,✅,✅
property,memoryRequirements,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/memoryRequirements.schema.json,✅,✅,✅,✅
property,mentions,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/mentions.schema.json,✅,✅,✅,✅
property,menuAddOn,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/menuAddOn.schema.json,✅,✅,✅,✅
property,merchantReturnDays,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/merchantReturnDays.schema.json,✅,✅,✅,✅
property,merchantReturnLink,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/merchantReturnLink.schema.json,✅,✅,✅,✅
property,minPrice,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/minPrice.schema.json,✅,✅,✅,✅
property,minValue,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/minValue.schema.json,✅,✅,✅,✅
property,mobileUrl,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/mobileUrl.schema.json,✅,✅,✅,✅
property,model,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/model.schema.json,✅,✅,✅,✅
property,monthlyMinimumRepaymentAmount,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/monthlyMinimumRepaymentAmount.schema.json,✅,✅,✅,✅
property,monthsOfExperience,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/monthsOfExperience.schema.json,✅,✅,✅,✅
property,mpn,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/mpn.schema.json,✅,✅,✅,✅
property,musicalKey,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/musicalKey.schema.json,✅,✅,✅,✅
property,musicArrangement,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/musicArrangement.schema.json,✅,✅,✅,✅
property,musicBy,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/musicBy.schema.json,✅,✅,✅,✅
property,musicCompositionForm,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/musicCompositionForm.schema.json,✅,✅,✅,✅
property,musicGroupMember,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/musicGroupMember.schema.json,✅,✅,✅,✅
property,musicReleaseFormat,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/musicReleaseFormat.schema.json,✅,✅,✅,✅
property,naics,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/naics.schema.json,✅,✅,✅,✅
property,name,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/name.schema.json,✅,✅,✅,✅
property,nationality,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/nationality.schema.json,✅,✅,✅,✅
property,naturalProgression,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/naturalProgression.schema.json,✅,✅,✅,✅
property,negativeNotes,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/negativeNotes.schema.json,✅,✅,✅,✅
property,netWorth,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/netWorth.schema.json,✅,✅,✅,✅
property,nextItem,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/nextItem.schema.json,✅,✅,✅,✅
property,nonprofitStatus,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/nonprofitStatus.schema.json,✅,✅,✅,✅
property,nonProprietaryName,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/nonProprietaryName.schema.json,✅,✅,✅,✅
property,normalRange,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/normalRange.schema.json,✅,✅,✅,✅
property,nsn,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/nsn.schema.json,✅,✅,✅,✅
property,numberOfEmployees,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/numberOfEmployees.schema.json,✅,✅,✅,✅
property,numberOfEpisodes,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/numberOfEpisodes.schema.json,✅,✅,✅,✅
property,numberOfItems,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/numberOfItems.schema.json,✅,✅,✅,✅
property,numberOfLoanPayments,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/numberOfLoanPayments.schema.json,✅,✅,✅,✅
property,numConstraints,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/numConstraints.schema.json,✅,✅,✅,✅
property,numItems,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/numItems.schema.json,✅,✅,✅,✅
property,numTracks,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/numTracks.schema.json,✅,✅,✅,✅
property,nutrition,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/nutrition.schema.json,✅,✅,✅,✅
property,object,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/object.schema.json,✅,✅,✅,✅
property,occupationalCategory,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/occupationalCategory.schema.json,✅,✅,✅,✅
property,occupationLocation,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/occupationLocation.schema.json,✅,✅,✅,✅
property,offerCount,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/offerCount.schema.json,✅,✅,✅,✅
property,offeredBy,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/offeredBy.schema.json,✅,✅,✅,✅
property,offers,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/offers.schema.json,✅,✅,✅,✅
property,offersPrescriptionByMail,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/offersPrescriptionByMail.schema.json,✅,✅,✅,✅
property,openingHours,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/openingHours.schema.json,✅,✅,✅,✅
property,openingHoursSpecification,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/openingHoursSpecification.schema.json,✅,✅,✅,✅
property,opens,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/opens.schema.json,✅,✅,✅,✅
property,operatingSystem,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/operatingSystem.schema.json,✅,✅,✅,✅
property,orderPercentage,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/orderPercentage.schema.json,✅,✅,✅,✅
property,orderValue,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/orderValue.schema.json,✅,✅,✅,✅
property,organizer,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/organizer.schema.json,✅,✅,✅,✅
property,overdosage,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/overdosage.schema.json,✅,✅,✅,✅
property,owner,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/owner.schema.json,✅,✅,✅,✅
property,ownershipFundingInfo,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/ownershipFundingInfo.schema.json,✅,✅,✅,✅
property,owns,packages/contracts/lander-content-contract/schemas/generated-schemaorg-page-family/propertys/owns.schema.json,✅,✅,✅,✅
